30/10/2017 11:15:38 AM		10
30/10/2017 11:15:43 AM		10
30/10/2017 11:15:48 AM		10
30/10/2017 11:15:53 AM		10
30/10/2017 11:15:58 AM		8.9
30/10/2017 11:16:03 AM		10
30/10/2017 11:21:10 AM		6
30/10/2017 11:58:32 AM		10
30/10/2017 11:58:35 AM		10
30/10/2017 11:58:38 AM		11
30/10/2017 11:58:41 AM		10
30/10/2017 11:58:44 AM		10
30/10/2017 11:58:47 AM		11
30/10/2017 11:58:50 AM		10
30/10/2017 11:58:53 AM		10
30/10/2017 11:58:56 AM		11
30/10/2017 11:58:59 AM		10
30/10/2017 11:59:02 AM		10
30/10/2017 11:59:05 AM		9
30/10/2017 11:59:08 AM		10
30/10/2017 11:59:11 AM		10
30/10/2017 11:59:14 AM		9
30/10/2017 11:59:17 AM		10
30/10/2017 11:59:20 AM		10
30/10/2017 11:59:23 AM		11
30/10/2017 11:59:26 AM		10
30/10/2017 11:59:29 AM		10
30/10/2017 11:59:32 AM		11
30/10/2017 11:59:35 AM		10
30/10/2017 11:59:38 AM		10
30/10/2017 11:59:41 AM		9
30/10/2017 11:59:44 AM		10
30/10/2017 11:59:47 AM		10
30/10/2017 11:59:50 AM		11
30/10/2017 11:59:53 AM		10
30/10/2017 11:59:56 AM		10
30/10/2017 11:59:59 AM		11
30/10/2017 12:00:02 PM		10
30/10/2017 12:00:05 PM		10
30/10/2017 12:00:08 PM		11
30/10/2017 12:00:11 PM		10
30/10/2017 12:00:14 PM		10
30/10/2017 12:00:17 PM		9
30/10/2017 12:00:20 PM		10
30/10/2017 12:00:23 PM		10
30/10/2017 12:00:26 PM		11
30/10/2017 12:00:29 PM		10
30/10/2017 12:00:32 PM		10
30/10/2017 12:00:35 PM		11
30/10/2017 12:00:38 PM		10
30/10/2017 12:00:41 PM		10
30/10/2017 12:00:44 PM		11
30/10/2017 12:00:47 PM		10
30/10/2017 12:00:50 PM		10
30/10/2017 12:00:53 PM		9
30/10/2017 12:00:56 PM		10
30/10/2017 12:00:59 PM		10
30/10/2017 12:01:02 PM		9
30/10/2017 12:01:05 PM		10
30/10/2017 12:01:08 PM		10
30/10/2017 12:01:11 PM		11
30/10/2017 12:01:14 PM		10
30/10/2017 12:01:17 PM		10
30/10/2017 12:01:20 PM		11
30/10/2017 12:01:23 PM		10
30/10/2017 12:01:26 PM		10
30/10/2017 12:01:29 PM		11
30/10/2017 12:01:32 PM		10
30/10/2017 12:01:35 PM		10
30/10/2017 12:01:38 PM		11
30/10/2017 12:01:41 PM		10
30/10/2017 12:01:44 PM		10
30/10/2017 12:01:47 PM		9
30/10/2017 12:01:50 PM		10
30/10/2017 12:01:53 PM		10
30/10/2017 12:01:56 PM		9
30/10/2017 12:01:59 PM		10
30/10/2017 12:02:02 PM		10
30/10/2017 12:02:05 PM		9
30/10/2017 12:02:08 PM		10
30/10/2017 12:02:11 PM		10
30/10/2017 12:02:14 PM		9
30/10/2017 12:02:17 PM		10
30/10/2017 12:02:20 PM		10
30/10/2017 12:02:23 PM		11
30/10/2017 12:02:26 PM		10
30/10/2017 12:02:29 PM		10
30/10/2017 12:02:32 PM		9
30/10/2017 12:02:35 PM		10
30/10/2017 12:02:38 PM		10
30/10/2017 12:02:41 PM		11
30/10/2017 12:02:44 PM		10
30/10/2017 12:02:47 PM		10
30/10/2017 12:02:50 PM		9
30/10/2017 12:02:53 PM		10
30/10/2017 12:02:56 PM		10
30/10/2017 12:02:59 PM		9
30/10/2017 12:03:02 PM		10
30/10/2017 12:03:05 PM		10
30/10/2017 12:03:08 PM		11
30/10/2017 12:03:11 PM		10
30/10/2017 12:03:14 PM		10
30/10/2017 12:03:17 PM		11
30/10/2017 12:03:20 PM		10
30/10/2017 12:03:23 PM		10
30/10/2017 12:03:26 PM		9
30/10/2017 12:03:29 PM		10
30/10/2017 12:03:32 PM		10
30/10/2017 12:03:35 PM		9
30/10/2017 12:03:38 PM		10
30/10/2017 12:03:41 PM		10
30/10/2017 12:03:44 PM		9
30/10/2017 12:03:47 PM		10
30/10/2017 12:03:50 PM		10
30/10/2017 12:03:53 PM		9
30/10/2017 12:03:56 PM		10
30/10/2017 12:03:59 PM		10
30/10/2017 12:04:02 PM		11
30/10/2017 12:04:05 PM		10
30/10/2017 12:04:08 PM		10
30/10/2017 12:04:11 PM		9
30/10/2017 12:04:14 PM		10
30/10/2017 12:04:17 PM		10
30/10/2017 12:04:20 PM		9
30/10/2017 12:04:23 PM		10
30/10/2017 12:04:26 PM		10
30/10/2017 12:04:29 PM		11
30/10/2017 12:04:32 PM		10
30/10/2017 12:04:35 PM		10
30/10/2017 12:04:38 PM		11
30/10/2017 12:04:41 PM		10
30/10/2017 12:04:44 PM		10
30/10/2017 12:04:47 PM		9
30/10/2017 12:04:50 PM		10
30/10/2017 12:04:53 PM		10
30/10/2017 12:04:56 PM		9
30/10/2017 12:04:59 PM		10
30/10/2017 12:05:02 PM		10
30/10/2017 12:05:05 PM		11
