30/10/2017 12:50:20 PM		10
30/10/2017 12:50:23 PM		10
30/10/2017 12:50:26 PM		9
30/10/2017 12:50:29 PM		10
30/10/2017 12:50:32 PM		10
30/10/2017 12:50:35 PM		11
30/10/2017 12:50:38 PM		10
30/10/2017 12:50:41 PM		10
30/10/2017 12:50:44 PM		11
30/10/2017 12:50:47 PM		0
30/10/2017 12:50:50 PM		0
30/10/2017 12:50:53 PM		0
30/10/2017 12:50:56 PM		0
30/10/2017 12:50:59 PM		0
30/10/2017 12:51:02 PM		0
30/10/2017 12:51:05 PM		0
30/10/2017 12:51:08 PM		0
30/10/2017 12:51:11 PM		0
30/10/2017 12:51:14 PM		0
30/10/2017 12:51:17 PM		0
30/10/2017 12:51:20 PM		0
30/10/2017 12:51:23 PM		0
30/10/2017 12:51:26 PM		0
30/10/2017 12:51:29 PM		0
30/10/2017 12:51:32 PM		0
30/10/2017 12:51:35 PM		0
30/10/2017 12:51:38 PM		0
30/10/2017 12:51:41 PM		0
30/10/2017 12:51:44 PM		0
30/10/2017 12:51:47 PM		0
30/10/2017 12:51:50 PM		0
30/10/2017 12:51:53 PM		0
30/10/2017 12:51:56 PM		0
30/10/2017 12:51:59 PM		0
30/10/2017 12:52:05 PM		24
30/10/2017 12:52:14 PM		25
30/10/2017 12:52:20 PM		10
30/10/2017 12:52:22 PM		10
30/10/2017 12:52:22 PM		10
30/10/2017 12:52:22 PM		10
30/10/2017 12:52:23 PM		10
30/10/2017 12:52:25 PM		25
30/10/2017 12:52:40 PM		25
30/10/2017 12:53:09 PM		10
30/10/2017 12:53:12 PM		10
30/10/2017 12:53:15 PM		11
30/10/2017 12:53:18 PM		10
30/10/2017 12:53:21 PM		10
30/10/2017 12:53:24 PM		11
30/10/2017 12:54:49 PM		19
30/10/2017 12:55:05 PM		19
30/10/2017 12:56:27 PM		58
30/10/2017 12:56:35 PM		58
30/10/2017 12:56:46 PM		2784
30/10/2017 12:57:15 PM		65
30/10/2017 12:57:27 PM		48.75
30/10/2017 5:48:04 PM		10
30/10/2017 5:48:07 PM		10
30/10/2017 5:48:10 PM		12.5
30/10/2017 5:48:13 PM		10
30/10/2017 5:48:16 PM		10
30/10/2017 5:48:19 PM		12.5
30/10/2017 5:48:22 PM		10
30/10/2017 5:48:25 PM		10
30/10/2017 5:48:28 PM		7.5
30/10/2017 5:48:31 PM		10
30/10/2017 5:48:34 PM		10
30/10/2017 5:48:37 PM		7.5
30/10/2017 5:48:40 PM		10
30/10/2017 5:48:43 PM		10
30/10/2017 5:48:46 PM		12.5
30/10/2017 5:49:38 PM		10
30/10/2017 5:49:41 PM		10
30/10/2017 5:49:44 PM		10
30/10/2017 5:49:47 PM		10
30/10/2017 5:49:50 PM		10
30/10/2017 5:49:54 PM		10
30/10/2017 5:49:57 PM		10
30/10/2017 5:50:00 PM		12.5
30/10/2017 5:50:03 PM		10
